CLUE,ANS,POS,FOUND IN
"Fuse, combine",coalesce,13,Coalesce - to come together to form one mass or whole; merge into coherence.
Up to (a time) ,until,12,Duration (until)
Underwater detection system ,sonar,1,"Sonar (Sonar stands for Sound Navigation And Ranging, widely used in underwater detection.)"
Command for tidiness ,order,17,Restore order
Policeman; metal ,copper,4,Bronze (an alloy primarily consisting of copper with tin and sometimes other metals; less common but still metal-related)
Fishing boat ,trawler,1,Trawler - A large fishing vessel equipped with heavy nets for deep-sea trawling.
One removed by winnowing ,husk,7,Husk (seeds' outer casing removed in grain processing)
Excessive utilisation,overuse,1,"Overuse - excessive or unnecessary use of something, especially over a period of time."
Purse worn with kilt ,sporran,1,"Kilt purse (also known as a sporran, used to hold items in traditional Scottish Highland attire)"
Letters denoting holder of university doctorate ,phd,3,PhD (Philosophiæ Doctor)
"Grassland; Georgia river, port ",savannah,1,"Savannah - A large grassy plain in tropical regions often found in Africa, but also an area within Georgia known for its lush greenery and wildlife."
Give way ,yield,1,"Yield - To give or relinquish control, rights, or possession to another."
Wrong ,incorrect,14,Incorrectness
Praise insincerely ,flatter,1,Flattery
