CLUE,ANS,POS,FOUND IN
Heated discord,strife,12,Strifeful discussion
Narrow road ,lane,1,One-lane
Baleful ,ominous,11,Ominously threatening
Cheap and poorly made ,shoddy,14,Shoddy workmanship
Closely compacted ,dense,4,Densely populated
Santa tour for space traveller ,astronaut,3,Astronautically elf
Achieve successfully ,accomplish,4,Accomplished
Peak (of cap); be very full ,brim,4,Brimming
Hold spellbound ,enthral,14,Ethereally enthralled
French spa town,vichy,1,Spa de Vichy
Between red and yellow ,orange,3,Rustic orangey-red
Richard . . . . . . composer of 'The Flying Dutchman' and 'Lohengrin' ,wagner,1,Richard Wagner
Metal joint,weld,1,Welding
"Call on, go to see ",visit,3,Visit requested
"Verify, examine ",check,15,Quality control checks
